name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths
general waste#6895114,13,162,0.6923076923076923,6,5,2,0,706,26,22,2.1666666666666665,12,33,5766,20655,348.6923076923077,6472,234
XXXTENTACION#5582814,164,4442,0.956297093649085,14,50,24,31,14406,521,1001,3.0647058823529414,170,869,65752,809513,139.93013435700576,80158,4645
WOLFWAR_1106#2548706,296,9066,0.7732196162046908,13,200,6,113,11980,2462,1570,17.712230215827336,139,1350,71737,4905799,26.57668562144597,83717,11725
pymdragon#5685104,18,34,0.2537313432835821,3,2,2,0,135,22,8,5.5,4,16,1430,6075,157.0636363636364,1565,134
CrimsonNight#7218001,171,3086,0.9906902086677368,14,43,10,26,12790,374,400,2.5616438356164384,146,862,57243,588219,253.392513368984,70033,3115
XRufyX,108,3219,1.0547182175622545,15,32,24,3,12156,233,589,2.1376146788990824,109,447,46449,357180,277.2128755364807,58605,3052
yn_Lawson#5548183,131,3045,0.9038290293855744,13,37,8,110,9307,290,519,2.612612612612613,111,483,32201,462590,229.98,41508,3369
AlexC1838#6065295,464,11355,0.9668767029972752,13,157,7,111,26867,1266,1472,5.754545454545455,220,2329,141132,3083283,92.63649289099529,167999,11744
FurryCoder87771#8437293,50,989,0.6384764364105875,7,23,5,110,3323,149,163,3.4651162790697674,43,240,18701,202417,192.4751677852349,22024,1549
CoziestDiamond2#7583218,59,731,0.4834656084656085,7,18,6,6,2914,124,174,2.431372549019608,51,182,17967,137726,324.0338709677419,20881,1512
Reflex#8673705,679,25258,1.1632126738509718,18,180,13,111,76251,1510,2984,2.3892405063291138,632,5295,252838,4070000,222.4358940397351,329089,21714
lvelez1#9961141,439,8597,0.8301467748165314,15,160,9,111,25913,1880,1370,6.3299663299663305,297,1745,133079,3199428,82.36404255319148,158992,10356
날동이#4775901,43,826,0.9249720044792832,8,18,4,13,3629,68,156,2.72,25,217,17355,127925,281.1264705882353,20984,893
mariete12#4213519,2,14,0.3181818181818182,4,1,1,0,38,3,4,3.0,1,4,277,2680,340.6,315,44
coluna ferreira#7686336,1,19,0.3584905660377358,0,6,0,110,0,23,0,23.0,0,9,78,22550,7.069565217391304,78,53
Anivia#7393555,4,150,0.5208333333333334,4,7,10,0,719,17,23,1.3076923076923077,13,54,3767,30890,308.08235294117645,4486,288
阿杰哥哥#4397620,3,34,0.576271186440678,5,2,3,0,134,11,6,1.8333333333333333,6,7,779,5281,328.85454545454536,913,59
RicoP33#8756696,575,10451,0.6488483268144285,9,249,13,111,7433,4356,1607,35.41463414634146,123,1453,42802,7030030,14.00137741046832,50235,16107
没钱玩呢吗哔#5971909,11,183,0.8433179723502304,10,7,3,5,775,31,15,3.4444444444444446,9,53,4958,30745,171.30967741935484,5733,217
Holydiver#3952175,0,277,1.0905511811023625,7,28,2,110,57,116,47,58.0,2,29,652,285729,6.6775862068965495,709,254
Jaumzera#9982519,461,25764,1.3878474466709756,22,174,17,100,40673,996,3226,2.663101604278076,374,2401,237087,3776421,214.41987951807232,277760,18564
HtL ST33ZY#6775411,64,1813,0.8576158940397351,9,26,8,9,6282,160,292,1.702127659574468,94,400,24226,250710,331.55625,30508,2114
