name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths
F4nton_M#4356942,809,16454,0.8736327917595837,14,140,11,110,29661,1598,2433,3.504385964912281,456,1517,173734,2426818,233.75031289111388,203395,18834
Dennis#5489843,139,1737,0.7895454545454546,11,25,8,6,5658,267,422,2.383928571428572,112,318,23191,223249,157.7056179775281,28849,2200
kylanhigdon,265,10597,1.0896658097686376,15,109,7,83,20312,602,1892,2.9365853658536585,205,1916,56266,1688180,241.88272425249167,76578,9725
RLifante_BR#3815442,1152,39064,0.8935449929090993,18,262,11,110,145281,2620,7775,2.7813163481953294,942,10008,631184,7588933,214.03007633587785,776465,43718
Mommyfricker69#6493333,103,3326,1.1094062708472314,16,72,17,111,7289,649,551,6.240384615384616,104,642,21822,1141755,57.65269645608629,29111,2998
HaChuPaCha#1426492,91,3525,1.3337116912599318,21,37,6,111,13023,217,603,2.1067961165048543,103,696,42832,445665,285.1465437788018,55855,2643
블랙오크#1986954,29,741,0.8325842696629213,18,18,7,0,3687,78,127,2.888888888888889,27,173,18657,128124,272.5153846153846,22344,890
culioncisimo74#4272370,1846,50302,0.8424807811479391,14,318,12,111,179357,5528,6297,3.314148681055156,1668,8242,697394,9978904,185.04790159189585,876751,59707
saadAS#2983339,54,1371,0.8268998793727382,10,46,9,111,1053,562,238,14.05,40,546,9145,670898,36.096085409252666,10198,1658
allison__burgers#5228266,627,9807,0.9264997638167216,10,82,9,110,12773,1348,1486,2.398576512455516,562,586,73916,1270970,293.76632047477744,86689,10585
Snakeye48,35,1772,1.2400279916025192,12,43,3,110,4317,278,353,12.636363636363637,22,241,16414,588766,48.37553956834532,20731,1429
SPECTATOR#5803193,485,9229,1.2821617115865518,14,197,6,111,12550,1590,1705,14.72222222222222,108,920,47577,4788100,51.38,60127,7198
Mat1_Eo#7432732,233,2379,1.163894324853229,9,84,6,110,5735,450,504,10.714285714285714,42,355,25596,1296535,53.42666666666667,31331,2044
Sterling Archer#9795593,1205,30111,0.9791558272632674,19,240,21,111,54286,4022,5338,3.666362807657247,1097,4007,384920,6631383,174.63833913475884,439206,30752
qui1ztah#7416067,13,26,0.3611111111111111,5,2,0,0,115,14,6,14.0,0,3,493,7400,85.02857142857142,608,72
Richardcabreira8#9496272,442,6224,0.609300048947626,9,158,8,111,13035,2134,1141,10.616915422885572,201,1242,134203,3126221,66.70487347703843,147238,10215
haCap#7123236,18,296,1.0136986301369864,10,14,3,0,1237,66,56,7.333333333333332,9,66,7057,91950,122.26363636363637,8294,292
RaZyGER#8278395,73,2476,1.1473586654309549,13,50,11,111,8653,414,463,6.2727272727272725,66,745,36117,805326,104.29420289855072,44770,2158
tommmsLT#4964234,72,3052,0.7874097007223942,10,132,5,111,4887,1078,505,21.56,50,575,27516,2208727,35.402226345083484,32403,3876
s0oReCkLeSsBrAh#6372640,141,3790,1.0201884253028264,13,37,8,33,16559,284,696,2.253968253968254,126,779,91504,462185,262.2950704225352,108063,3715
我带你们打#6202600,0,28,0.56,2,8,1,0,23,18,4,18.0,1,0,274,40650,18.4,297,50
BlacKPoisoN#9748555,95,3230,0.9113995485327314,10,74,7,111,7467,507,702,5.571428571428571,91,1184,40347,1169188,104.54437869822485,47814,3544
anon67476781#4610800,337,6860,0.9940588320533256,13,52,6,5,16235,748,1081,2.155619596541787,347,1090,97379,876925,304.60668449197857,113614,6901
Lekestrell#9382004,37,1018,1.0149551345962111,11,22,6,24,3481,92,162,2.7058823529411766,34,212,14816,178755,203.2108695652174,18297,1003
AKR_aaa#5403024,68,2347,0.9403044871794872,9,28,9,12,5195,153,442,1.843373493975904,83,230,15101,277540,309.9137254901961,20296,2496
MeaslyPanther81#4102876,23,406,0.8218623481781376,12,10,6,1,1946,65,132,2.321428571428572,28,119,7159,57364,187.12615384615384,9105,494
bimo09#9025166,408,7530,0.7998725302740599,12,77,8,28,33533,694,1237,2.6795366795366795,259,1792,157188,1208952,296.200288184438,190721,9414
JermWormy#5125402,1173,45764,1.0786273215800886,20,289,14,111,128437,3272,7146,2.655844155844156,1232,7133,409748,8740718,214.81943765281173,538185,42428
tinytrex594#3976133,0,0,0.0,0,1,0,0,2,1,0,1.0,0,1,7,0,91.2,9,0
TomasFJ_05#2711069,1,35,0.6862745098039216,3,5,1,110,17,10,6,10.0,1,11,63,17126,39.0,80,51
